Loss$,Group,CnaeSession,Uf,FundationDate,Equity,RefYearMonth,,,,
0,G3,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",RS,1993,7320000,201708,,,,
0,G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",TO,2015,15320000,201709,,,,
0,G4,EDUCAÇÃO,MG,2015,500000,201707,,,,
0,G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PR,1993,2320000,201706,,,,
0,G4,ALOJAMENTO E ALIMENTAÇÃO,DF,2015,2320000,201802,,,,
0,G5,CONSTRUÇÃO,PE,1998,500000,201802,,,,
0,G5,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",SC,2015,2320000,201711,,,,
"2,000,00",G2,ELETRICIDADE E GÁS,MT,2016,5320000,201802,,,,
"500,00",G1,INDÚSTRIAS EXTRATIVAS,PI,1998,500000,201712,,,,
0,G3,ATIVIDADES IMOBILIÁRIAS,MG,1998,2320000,201709,,,,
0,G5,SERVIÇOS DOMÉSTICOS,CE,2015,1000000,201806,,,,
0,G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,TO,2016,500000,201707,,,,
0,G1,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",CE,1990,2320000,201708,,,,
"1,000,00",G4,INDÚSTRIAS EXTRATIVAS,PR,1993,2320000,201712,,,,
"500,00",G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,ES,2001,5320000,201803,,,,
0,G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",MS,1998,5320000,201707,,,,
0,G5,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",MG,1991,5320000,201712,,,,
0,G1,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,PE,1992,7320000,201802,,,,
0,G2,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,PE,1997,1500000,201709,,,,
0,G1,ELETRICIDADE E GÁS,PE,1998,2320000,201708,,,,
"500,00",G5,CONSTRUÇÃO,PB,1998,5320000,201708,,,,
"500,00",G3,INDÚSTRIAS EXTRATIVAS,BA,1998,500000,201706,,,,
0,G4,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",TO,1998,1000000,201803,,,,
0,G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",MA,1998,1000000,201802,,,,
0,G1,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ES,1998,500000,201711,,,,
0,G4,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,PA,1998,500000,201707,,,,
0,G2,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",PI,1998,7320000,201803,,,,
"1,000,00",G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SE,1998,1000000,201806,,,,
"20,000,00",G1,EDUCAÇÃO,RS,2010,5320000,201802,,,,
0,G1,ELETRICIDADE E GÁS,RJ,1998,1500000,201801,,,,
"20,000,00",G4,SERVIÇOS DOMÉSTICOS,AP,2015,15320000,201802,,,,
"20,000,00",G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",RJ,1987,2320000,201707,,,,
0,G2,INDÚSTRIAS DE TRANSFORMAÇÃO,DF,1991,2320000,201806,,,,
0,G4,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",DF,1992,1000000,201707,,,,
0,G5,OUTRAS ATIVIDADES DE SERVIÇOS,MA,1998,2320000,201802,,,,
0,G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",GO,2015,1000000,201802,,,,
0,G5,ELETRICIDADE E GÁS,DF,2015,2320000,201803,,,,
0,G4,CONSTRUÇÃO,RJ,1991,1000000,201801,,,,
0,G1,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",GO,1998,2320000,201710,,,,
0,G5,ALOJAMENTO E ALIMENTAÇÃO,MA,2001,2320000,201801,,,,
0,G4,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PB,1987,1500000,201706,,,,
"20,000,00",G4,ATIVIDADES IMOBILIÁRIAS,AC,1996,2320000,201801,,,,
"500,00",G4,SERVIÇOS DOMÉSTICOS,PA,1987,7320000,201709,,,,
0,G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",AL,2010,5320000,201708,,,,
0,G2,INDÚSTRIAS DE TRANSFORMAÇÃO,PE,1998,7320000,201708,,,,
"500,00",G1,SAÚDE HUMANA E SERVIÇOS SOCIAIS,DF,1998,1000000,201711,,,,
0,G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,RS,1990,500000,201706,,,,
0,G1,SERVIÇOS DOMÉSTICOS,TO,1998,500000,201711,,,,
"10,000,00",G5,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PR,2001,2320000,201802,,,,
"2,000,00",G3,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",AC,1992,1500000,201801,,,,
0,G4,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,RS,1998,5320000,201708,,,,
"20,000,00",G3,CONSTRUÇÃO,SE,1998,5320000,201803,,,,
0,G1,OUTRAS ATIVIDADES DE SERVIÇOS,RO,1998,2320000,201805,,,,
0,G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",AP,1998,15320000,201712,,,,
"500,00",G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",CE,1987,5320000,201806,,,,
"1,000,00",G2,SERVIÇOS DOMÉSTICOS,RR,1997,5320000,201804,,,,
"10,000,00",G4,INFORMAÇÃO E COMUNICAÇÃO,SE,1998,5320000,201804,,,,
0,G4,INFORMAÇÃO E COMUNICAÇÃO,GO,1998,1000000,201709,,,,
0,G5,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",PR,1998,500000,201802,,,,
0,G4,CONSTRUÇÃO,TO,1998,2320000,201806,,,,
0,G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RR,1998,2320000,201806,,,,
0,G5,INDÚSTRIAS DE TRANSFORMAÇÃO,MS,1998,5320000,201712,,,,
"20,000,00",G4,INDÚSTRIAS EXTRATIVAS,PI,1997,500000,201804,,,,
0,G2,ALOJAMENTO E ALIMENTAÇÃO,PR,1991,500000,201804,,,,
"20,000,00",G1,ELETRICIDADE E GÁS,GO,1998,1500000,201801,,,,
"1,000,00",G3,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",MG,1996,5320000,201804,,,,
0,G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",GO,1998,1000000,201804,,,,
0,G1,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",PB,1998,2320000,201710,,,,
0,G3,ALOJAMENTO E ALIMENTAÇÃO,SE,1997,500000,201708,,,,
"10,000,00",G2,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,SE,2015,500000,201803,,,,
0,G2,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",GO,1996,5320000,201802,,,,
0,G1,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,ES,1991,1500000,201706,,,,
0,G1,EDUCAÇÃO,AP,1998,15320000,201709,,,,
0,G2,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",PI,2015,1000000,201805,,,,
"10,000,00",G5,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,DF,1998,2320000,201804,,,,
0,G1,ELETRICIDADE E GÁS,RN,2015,1000000,201712,,,,
"500,00",G3,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,BA,2016,2320000,201803,,,,
0,G1,INDÚSTRIAS EXTRATIVAS,AP,1996,2320000,201801,,,,
0,G4,EDUCAÇÃO,TO,1991,5320000,201806,,,,
"1,000,00",G3,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,SP,1997,1000000,201803,,,,
"10,000,00",G4,INFORMAÇÃO E COMUNICAÇÃO,AC,1998,1000000,201712,,,,
"2,000,00",G3,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",SC,1993,2320000,201706,,,,
"1,000,00",G3,INDÚSTRIAS EXTRATIVAS,AM,1998,2320000,201712,,,,
0,G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,MG,1998,1000000,201710,,,,
"1,000,00",G2,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,RO,1998,5320000,201710,,,,
0,G5,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",SP,1998,15320000,201712,,,,
0,G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,PB,1987,2320000,201707,,,,
0,G2,EDUCAÇÃO,CE,1998,2320000,201802,,,,
"1,000,00",G1,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,AM,1998,1000000,201710,,,,
0,G4,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",MT,1998,1000000,201803,,,,
"20,000,00",G2,SAÚDE HUMANA E SERVIÇOS SOCIAIS,CE,1992,2320000,201802,,,,
"20,000,00",G5,INDÚSTRIAS EXTRATIVAS,PB,1998,5320000,201801,,,,
0,G5,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,MT,1998,2320000,201712,,,,
0,G4,ELETRICIDADE E GÁS,GO,1998,15320000,201706,,,,
"500,00",G3,ELETRICIDADE E GÁS,PA,1998,5320000,201709,,,,
"20,000,00",G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,MS,1990,2320000,201707,,,,
"500,00",G4,OUTRAS ATIVIDADES DE SERVIÇOS,AL,2016,5320000,201707,,,,
0,G2,ATIVIDADES IMOBILIÁRIAS,PI,1997,15320000,201711,,,,
"1,000,00",G3,OUTRAS ATIVIDADES DE SERVIÇOS,RO,1998,1500000,201708,,,,
0,G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",AP,1996,2320000,201708,,,,
0,G1,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",AL,1990,1500000,201802,,,,
0,G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,RN,1992,1500000,201712,,,,
0,G3,"TRANSPORTE, ARMAZENAGEM E CORREIO",SP,1991,500000,201805,,,,
0,G5,EDUCAÇÃO,PR,1998,2320000,201711,,,,
0,G2,OUTRAS ATIVIDADES DE SERVIÇOS,AM,2016,1500000,201803,,,,
0,G1,SERVIÇOS DOMÉSTICOS,MA,1991,500000,201805,,,,
0,G1,EDUCAÇÃO,PA,1998,5320000,201711,,,,
0,G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",CE,1998,1000000,201802,,,,
0,G2,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PB,1998,2320000,201804,,,,
"10,000,00",G3,INFORMAÇÃO E COMUNICAÇÃO,RO,2010,1500000,201708,,,,
"2,000,00",G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",BA,1998,500000,201709,,,,
0,G3,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,PR,2016,2320000,201803,,,,
"10,000,00",G1,ALOJAMENTO E ALIMENTAÇÃO,MA,1992,1000000,201803,,,,
"2,000,00",G5,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,MG,1998,1500000,201803,,,,
0,G5,INDÚSTRIAS EXTRATIVAS,MT,1997,5320000,201706,,,,
0,G2,EDUCAÇÃO,AC,1997,5320000,201706,,,,
"10,000,00",G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",MG,1998,2320000,201804,,,,
"10,000,00",G1,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",ES,1998,1500000,201804,,,,
"20,000,00",G4,ALOJAMENTO E ALIMENTAÇÃO,CE,1998,5320000,201804,,,,
"500,00",G2,SERVIÇOS DOMÉSTICOS,BA,2015,5320000,201707,,,,
0,G5,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",MS,1997,2320000,201710,,,,
0,G4,CONSTRUÇÃO,BA,1998,5320000,201803,,,,
"500,00",G2,EDUCAÇÃO,GO,1998,2320000,201710,,,,
"1,000,00",G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",MA,1997,5320000,201710,,,,
0,G2,EDUCAÇÃO,MS,2010,1500000,201708,,,,
"1,000,00",G2,INDÚSTRIAS EXTRATIVAS,RR,1998,15320000,201805,,,,
0,G4,SERVIÇOS DOMÉSTICOS,PB,1998,2320000,201712,,,,
0,G4,INDÚSTRIAS EXTRATIVAS,MG,1998,2320000,201805,,,,
0,G3,INDÚSTRIAS EXTRATIVAS,RJ,1993,2320000,201712,,,,
0,G4,INDÚSTRIAS DE TRANSFORMAÇÃO,DF,1996,2320000,201801,,,,
0,G2,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,AP,1987,15320000,201801,,,,
"10,000,00",G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",GO,2010,500000,201806,,,,
0,G4,INFORMAÇÃO E COMUNICAÇÃO,PR,2015,7320000,201708,,,,
0,G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",BA,1998,1000000,201710,,,,
0,G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,DF,1992,2320000,201805,,,,
0,G3,EDUCAÇÃO,RJ,1997,1000000,201710,,,,
0,G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",CE,1998,1500000,201806,,,,
0,G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,RN,1993,1000000,201706,,,,
0,G2,SERVIÇOS DOMÉSTICOS,PA,2015,1000000,201709,,,,
0,G1,CONSTRUÇÃO,AP,1996,1000000,201804,,,,
"1,000,00",G1,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",AM,1998,5320000,201708,,,,
"2,000,00",G5,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",DF,1991,1000000,201801,,,,
"2,000,00",G2,CONSTRUÇÃO,DF,1997,2320000,201803,,,,
"20,000,00",G2,ALOJAMENTO E ALIMENTAÇÃO,AM,1996,1000000,201803,,,,
0,G3,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,PA,2015,1000000,201801,,,,
0,G3,CONSTRUÇÃO,GO,1998,1000000,201712,,,,
0,G2,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,DF,1997,2320000,201712,,,,
0,G5,ELETRICIDADE E GÁS,MS,2015,500000,201708,,,,
0,G4,SERVIÇOS DOMÉSTICOS,PE,1997,500000,201708,,,,
0,G5,INDÚSTRIAS EXTRATIVAS,MT,1990,5320000,201803,,,,
0,G1,INDÚSTRIAS DE TRANSFORMAÇÃO,AM,1998,15320000,201804,,,,
0,G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PI,1998,1000000,201712,,,,
0,G4,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",DF,1998,500000,201803,,,,
0,G4,ELETRICIDADE E GÁS,RS,1992,5320000,201805,,,,
0,G4,ATIVIDADES IMOBILIÁRIAS,RJ,1998,500000,201711,,,,
0,G3,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TO,2015,2320000,201712,,,,
"20,000,00",G4,OUTRAS ATIVIDADES DE SERVIÇOS,AM,1996,5320000,201707,,,,
0,G2,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",TO,2001,7320000,201711,,,,
0,G1,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",CE,1997,1500000,201710,,,,
0,G1,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,TO,2015,2320000,201805,,,,
0,G4,EDUCAÇÃO,PB,1990,1000000,201710,,,,
0,G5,ELETRICIDADE E GÁS,AL,1997,15320000,201804,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,RJ,1998,5320000,201804,,,,
"20,000,00",G1,"TRANSPORTE, ARMAZENAGEM E CORREIO",AC,1987,1000000,201802,,,,
0,G1,SAÚDE HUMANA E SERVIÇOS SOCIAIS,MS,2016,1000000,201708,,,,
0,G4,EDUCAÇÃO,MG,2015,1500000,201709,,,,
0,G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,RO,1990,1000000,201710,,,,
0,G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",MG,1996,1500000,201805,,,,
"1,000,00",G5,ALOJAMENTO E ALIMENTAÇÃO,SE,1996,500000,201805,,,,
0,G1,EDUCAÇÃO,AC,1998,1000000,201709,,,,
0,G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",DF,1996,2320000,201706,,,,
0,G4,CONSTRUÇÃO,DF,2016,5320000,201706,,,,
"2,000,00",G5,INDÚSTRIAS DE TRANSFORMAÇÃO,SP,1998,2320000,201706,,,,
0,G5,EDUCAÇÃO,SC,2015,5320000,201803,,,,
0,G5,ELETRICIDADE E GÁS,SC,1998,1500000,201706,,,,
0,G4,ALOJAMENTO E ALIMENTAÇÃO,AP,2001,500000,201803,,,,
0,G5,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",MG,1996,500000,201803,,,,
0,G4,"TRANSPORTE, ARMAZENAGEM E CORREIO",RJ,1997,500000,201712,,,,
0,G3,EDUCAÇÃO,PE,1991,5320000,201707,,,,
0,G5,INDÚSTRIAS EXTRATIVAS,RJ,2015,15320000,201803,,,,
0,G1,SERVIÇOS DOMÉSTICOS,PE,1997,7320000,201802,,,,
"500,00",G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",MT,2015,2320000,201712,,,,
"20,000,00",G1,INFORMAÇÃO E COMUNICAÇÃO,AL,1990,5320000,201802,,,,
0,G3,EDUCAÇÃO,RN,2015,1000000,201712,,,,
0,G1,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",SP,1997,1500000,201712,,,,
0,G1,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,AP,1998,1500000,201711,,,,
0,G2,ELETRICIDADE E GÁS,PE,1987,2320000,201708,,,,
"500,00",G3,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,RJ,1990,2320000,201711,,,,
0,G4,ATIVIDADES IMOBILIÁRIAS,RN,2001,1000000,201805,,,,
0,G5,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RJ,1998,5320000,201802,,,,
0,G2,EDUCAÇÃO,PI,1998,2320000,201707,,,,
"500,00",G1,ATIVIDADES IMOBILIÁRIAS,PA,1987,1000000,201805,,,,
0,G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,PI,1996,1000000,201709,,,,
0,G2,SAÚDE HUMANA E SERVIÇOS SOCIAIS,PR,1992,5320000,201805,,,,
"20,000,00",G3,ALOJAMENTO E ALIMENTAÇÃO,AL,1998,5320000,201712,,,,
0,G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",RO,1997,2320000,201804,,,,
0,G3,INDÚSTRIAS DE TRANSFORMAÇÃO,AM,2010,1000000,201712,,,,
0,G4,SERVIÇOS DOMÉSTICOS,AC,1992,500000,201711,,,,
"20,000,00",G1,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SE,1996,1500000,201706,,,,
"20,000,00",G1,ALOJAMENTO E ALIMENTAÇÃO,BA,2016,1500000,201712,,,,
0,G3,ALOJAMENTO E ALIMENTAÇÃO,MS,2015,1000000,201712,,,,
0,G5,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,GO,1998,500000,201806,,,,
"1,000,00",G2,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",AC,1987,2320000,201803,,,,
0,G5,CONSTRUÇÃO,PE,1993,5320000,201706,,,,
0,G5,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",MA,1997,1000000,201712,,,,
"10,000,00",G3,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,MA,2010,5320000,201804,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,SP,1992,1000000,201706,,,,
0,G5,SERVIÇOS DOMÉSTICOS,AL,1998,2320000,201801,,,,
0,G2,INDÚSTRIAS EXTRATIVAS,RS,1998,1000000,201707,,,,
0,G2,ATIVIDADES IMOBILIÁRIAS,RO,1991,2320000,201801,,,,
0,G2,INDÚSTRIAS EXTRATIVAS,AP,2010,500000,201805,,,,
0,G2,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",RJ,1998,2320000,201708,,,,
0,G5,OUTRAS ATIVIDADES DE SERVIÇOS,RJ,1993,5320000,201805,,,,
0,G1,INDÚSTRIAS DE TRANSFORMAÇÃO,RN,1997,2320000,201802,,,,
0,G1,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",AM,1997,1000000,201801,,,,
"20,000,00",G2,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",SC,2015,15320000,201709,,,,
0,G1,INFORMAÇÃO E COMUNICAÇÃO,TO,1997,2320000,201712,,,,
0,G5,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",RO,1990,500000,201711,,,,
"10,000,00",G3,ELETRICIDADE E GÁS,PI,1998,2320000,201801,,,,
0,G4,ATIVIDADES IMOBILIÁRIAS,CE,1987,7320000,201803,,,,
"1,000,00",G2,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PE,1987,2320000,201709,,,,
0,G3,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",AL,2015,5320000,201706,,,,
0,G2,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",MA,1987,5320000,201805,,,,
0,G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PI,1992,5320000,201802,,,,
"500,00",G5,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",PE,1998,5320000,201709,,,,
0,G5,OUTRAS ATIVIDADES DE SERVIÇOS,ES,1998,1000000,201801,,,,
"2,000,00",G2,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,MA,2015,7320000,201706,,,,
0,G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,PI,1997,1000000,201804,,,,
0,G1,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",RN,1998,500000,201709,,,,
0,G2,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,GO,1991,5320000,201805,,,,
0,G3,"TRANSPORTE, ARMAZENAGEM E CORREIO",RN,1997,2320000,201712,,,,
"2,000,00",G3,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PB,2001,7320000,201709,,,,
0,G5,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",RJ,1997,2320000,201803,,,,
0,G2,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,MS,1998,2320000,201707,,,,
0,G4,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",RN,1987,7320000,201804,,,,
"1,000,00",G5,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,RS,2001,1000000,201712,,,,
0,G2,CONSTRUÇÃO,AC,1997,1500000,201712,,,,
"20,000,00",G5,ALOJAMENTO E ALIMENTAÇÃO,RS,2001,1000000,201709,,,,
"10,000,00",G4,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,SP,2015,15320000,201804,,,,
"10,000,00",G3,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,PI,2010,1000000,201806,,,,
0,G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",RR,1998,5320000,201712,,,,
0,G3,SERVIÇOS DOMÉSTICOS,SE,2015,7320000,201712,,,,
0,G5,CONSTRUÇÃO,RO,1998,7320000,201802,,,,
"10,000,00",G2,OUTRAS ATIVIDADES DE SERVIÇOS,SC,1998,1500000,201708,,,,
0,G4,ALOJAMENTO E ALIMENTAÇÃO,BA,1993,15320000,201706,,,,
"20,000,00",G4,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",PR,2015,2320000,201709,,,,
0,G2,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",DF,1987,500000,201708,,,,
"2,000,00",G4,INDÚSTRIAS EXTRATIVAS,AP,1996,7320000,201708,,,,
"10,000,00",G4,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RJ,1997,5320000,201708,,,,
0,G2,SERVIÇOS DOMÉSTICOS,TO,2010,500000,201805,,,,
0,G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",AC,1990,1500000,201806,,,,
0,G3,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",RO,1992,1000000,201801,,,,
"2,000,00",G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RN,1996,5320000,201805,,,,
0,G3,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",ES,1996,2320000,201801,,,,
0,G5,EDUCAÇÃO,PI,1998,2320000,201708,,,,
